index,Channel,Date,주차,Campaign,Ad Group,Ad Name,Impressions,Clicks,spends,Conversion Sales,Conversions,signup,Conversion Sales_MMP,Conversions_MMP,signup_MMP,install_MMP,CTR (%),CPC,CVR (%),CPA,ROAS
fastcampust_mo_conversion_purchaseua_interestimg3_promotion,google,2023-01-01,1,fastcampust_mo_conversion_purchase,ua_interest,img3_promotion,14252,493,487306.0,2656419.0,8,7,2656419.0,8,7,6,3.4591636261577325,988.4503042596349,1.6227180527383367,60913.25,5.451233926937078
fastcampust_mo_conversion_installretargeting_rivalimg3_tips,google,2023-01-01,1,fastcampust_mo_conversion_install,retargeting_rival,img3_tips,6290,824,257714.0,3944370.0,6,7,3944370.0,6,7,7,13.100158982511923,312.75970873786406,0.7281553398058253,42952.333333333336,15.30522206787369
fastcampust_mo_conversion_signuplookalike_interestimg4_logo,google,2023-01-01,1,fastcampust_mo_conversion_signup,lookalike_interest,img4_logo,17661,534,306924.0,789079.0,10,5,789079.0,10,5,7,3.0236113470358417,574.7640449438202,1.8726591760299627,30692.4,2.5709263531037
fastcampust_mo_conversion_purchaseua_rivalimg4_promotion,google,2023-01-01,1,fastcampust_mo_conversion_purchase,ua_rival,img4_promotion,9844,899,153349.0,1744150.0,5,4,1744150.0,5,4,10,9.132466477041854,170.5773081201335,0.5561735261401557,30669.8,11.37372920592896
fastcampust_mo_conversion_signupua_interestimg3_tips,google,2023-01-01,1,fastcampust_mo_conversion_signup,ua_interest,img3_tips,11029,207,461175.0,3998436.0,19,4,3998436.0,19,4,12,1.8768700698159397,2227.8985507246375,9.178743961352657,24272.36842105263,8.670105708245243
fastcampust_mo_trafficlookalike_interestimg3_promotion,google,2023-01-01,1,fastcampust_mo_traffic,lookalike_interest,img3_promotion,7150,288,382289.0,4445312.0,16,4,4445312.0,16,4,9,4.027972027972028,1327.392361111111,5.555555555555555,23893.0625,11.62814519905098
fastcampust_mo_conversion_installua_rivalimg2_logo,google,2023-01-01,1,fastcampust_mo_conversion_install,ua_rival,img2_logo,7230,826,456097.0,4284109.0,28,6,4284109.0,28,6,14,11.424619640387276,552.1755447941889,3.389830508474576,16289.17857142857,9.392977809544899
fastcampust_mo_conversion_purchaseua_rivalimg2_logo,google,2023-01-01,1,fastcampust_mo_conversion_purchase,ua_rival,img2_logo,12359,248,190326.0,4624273.0,12,2,4624273.0,12,2,12,2.0066348410065538,767.4435483870968,4.838709677419355,15860.5,24.296591112091885
fastcampust_mo_conversion_installlookalike_interestimg4_tips,google,2023-01-01,1,fastcampust_mo_conversion_install,lookalike_interest,img4_tips,10009,144,109824.0,2165722.0,8,9,2165722.0,8,9,8,1.438705165351184,762.6666666666666,5.555555555555555,13728.0,19.71993371212121
fastcampust_mo_trafficlookalike_interestimg3_tips,google,2023-01-01,1,fastcampust_mo_traffic,lookalike_interest,img3_tips,17486,285,424499.0,2470041.0,33,3,2470041.0,33,3,6,1.6298753288344963,1489.4701754385965,11.578947368421053,12863.60606060606,5.818720421013948
fastcampust_mo_conversion_signupretargeting_rivalimg1_logo,google,2023-01-01,1,fastcampust_mo_conversion_signup,retargeting_rival,img1_logo,13841,421,323277.0,3125277.0,35,8,0.0,0,0,0,3.041687739325193,767.8788598574822,8.31353919239905,9236.485714285714,9.667489490436994
fastcampust_mo_conversion_purchaseua_interestimg2_tips,google,2023-01-01,1,fastcampust_mo_conversion_purchase,ua_interest,img2_tips,14444,939,429059.0,2139121.1999999997,51,6,484770.0,20,5,5,6.500969260592633,456.9318423855165,5.431309904153355,8412.921568627451,4.98561083673807
fastcampust_mo_conversion_purchaseua_interestimg2_tips,google,2023-01-01,1,fastcampust_mo_conversion_purchase,ua_interest,img2_tips,10617,346,149681.0,484770.0,20,5,484770.0,20,5,5,3.2589243665818968,432.6040462427746,5.780346820809249,7484.05,3.2386876089817678
fastcampust_mo_trafficua_rivalimg4_tips,google,2023-01-01,1,fastcampust_mo_traffic,ua_rival,img4_tips,7626,757,47366.0,1401430.8,7,4,1401430.8,7,4,10,9.92656700760556,62.57067371202113,0.9247027741083224,6766.571428571428,29.587273571760335
fastcampust_mo_conversion_signupua_rivalimg3_logo,google,2023-01-01,1,fastcampust_mo_conversion_signup,ua_rival,img3_logo,19622,607,280103.0,2611276.8,12,10,2611276.8,12,10,6,3.0934665171746,461.4546952224053,1.9769357495881383,23341.916666666668,9.322559201436613
fastcampust_mo_conversion_installretargeting_interestimg1_promotion,google,2023-01-01,1,fastcampust_mo_conversion_install,retargeting_interest,img1_promotion,8453,424,166247.0,3711020.4,8,2,3711020.4,8,2,9,5.01597066130368,392.0919811320755,1.8867924528301887,20780.875,22.322330027008004
fastcampust_mo_conversion_signuplookalike_rivalimg3_logo,google,2023-01-01,1,fastcampust_mo_conversion_signup,lookalike_rival,img3_logo,7194,489,254790.0,3527689.1999999997,13,10,3527689.1999999997,13,10,9,6.797331109257715,521.0429447852761,2.658486707566462,19599.23076923077,13.84547745201931
fastcampust_mo_conversion_installua_rivalimg1_logo,google,2023-01-01,1,fastcampust_mo_conversion_install,ua_rival,img1_logo,17563,101,160034.0,862208.4,9,8,862208.4,9,8,10,0.5750725957979844,1584.4950495049504,8.91089108910891,17781.555555555555,5.387657622755165
fastcampust_mo_conversion_purchaselookalike_rivalimg1_logo,google,2023-01-01,1,fastcampust_mo_conversion_purchase,lookalike_rival,img1_logo,17776,986,177314.0,1142989.2,10,6,1659924.0,23,13,20,5.546804680468047,179.8316430020284,1.0141987829614605,17731.4,6.446130593184971
fastcampust_mo_conversion_purchaselookalike_interestimg4_promotion,google,2023-01-01,1,fastcampust_mo_conversion_purchase,lookalike_interest,img4_promotion,9479,533,196904.0,4040287.1999999997,14,8,0.0,0,0,0,5.622956008017723,369.42589118198873,2.6266416510318953,14064.57142857143,20.51907122252468
fastcampust_mo_conversion_purchaselookalike_rivalimg5_promotion,google,2023-01-01,1,fastcampust_mo_conversion_purchase,lookalike_rival,img5_promotion,18444,842,110313.0,328215.6,8,8,328215.6,8,8,5,4.565170245066146,131.01306413301663,0.9501187648456058,13789.125,2.9753120665742023
fastcampust_mo_conversion_purchaselookalike_rivalimg1_logo,google,2023-01-01,1,fastcampust_mo_conversion_purchase,lookalike_rival,img1_logo,11398,835,165288.0,516934.8,13,7,1659924.0,23,13,20,7.3258466397613615,197.9497005988024,1.5568862275449102,12714.461538461539,3.127479308842747
fastcampust_mo_conversion_installlookalike_rivalimg4_logo,google,2023-01-01,1,fastcampust_mo_conversion_install,lookalike_rival,img4_logo,13147,178,123348.0,2696946.0,3,2,2696946.0,3,2,6,1.353921046626607,692.9662921348314,1.6853932584269662,41116.0,21.864529623504232
fastcampust_mo_trafficua_rivalimg2_logo,google,2023-01-01,1,fastcampust_mo_traffic,ua_rival,img2_logo,18361,798,158217.0,1976304.0,4,2,1976304.0,4,2,8,4.34616850934045,198.2669172932331,0.5012531328320802,39554.25,12.49109766965623
fastcampust_mo_trafficlookalike_interestimg5_promotion,google,2023-01-01,1,fastcampust_mo_traffic,lookalike_interest,img5_promotion,16969,563,54784.0,367729.2,1,3,367729.2,1,3,11,3.317814838823738,97.30728241563055,0.17761989342806395,54784.0,6.7123466705607475
fastcampust_mo_conversion_signuplookalike_rivalimg5_promotion,google,2023-01-01,1,fastcampust_mo_conversion_signup,lookalike_rival,img5_promotion,19876,284,46104.0,1226198.4,2,8,1226198.4,2,8,15,1.42885892533709,162.33802816901408,0.7042253521126761,23052.0,26.596356064549713
fastcampust_mo_trafficretargeting_interestimg5_promotion,google,2023-01-02,1,fastcampust_mo_traffic,retargeting_interest,img5_promotion,12241,576,486379.0,4771356.0,11,4,4771356.0,11,4,9,4.70549791683686,844.4079861111111,1.9097222222222223,44216.27272727273,9.809954788344069
fastcampust_mo_conversion_signupretargeting_interestimg3_logo,google,2023-01-02,1,fastcampust_mo_conversion_signup,retargeting_interest,img3_logo,9100,688,198697.0,2877715.0,5,3,0.0,0,0,0,7.560439560439561,288.8037790697674,0.7267441860465116,39739.4,14.482931297402578
fastcampust_mo_conversion_installlookalike_rivalimg3_promotion,google,2023-01-02,1,fastcampust_mo_conversion_install,lookalike_rival,img3_promotion,11821,921,385215.0,1021261.0,17,6,1021261.0,17,6,12,7.791219017003638,418.257328990228,1.8458197611292075,22659.70588235294,2.651145464221279
fastcampust_mo_conversion_installlookalike_interestimg5_logo,google,2023-01-02,1,fastcampust_mo_conversion_install,lookalike_interest,img5_logo,14338,576,353595.0,4775940.0,24,6,4775940.0,24,6,11,4.0172966940995956,613.8802083333334,4.166666666666666,14733.125,13.506808636999958
